"OBJECTID","GIS_DB_ID","Sign_Up","Route","Direction","Sequence","Stop_ID","Stop_Abbre","Stop_Name","Mode","Time_Point","Time_Poi_1","Time_Poi_2","School","Source","Comments","Weekday_Bo","Weekday_Le","Saturday_B","Saturday_L","Sunday_Boa","Sunday_Lea","Latitude","Longitude","GlobalID","year"
8612,"5221706S","City","52","Southbound",76,21706,"52NLARSO","52nd St & Larchwood St","Bus","No",0,NA,"No","APC (InfoDev)",NA,40,134,20,69,17,40,39.952098,-75.226612,"{5A51A9F9-B6FB-4868-B1C6-C0CDCFA2CB1D}","2019"
11646,"5221708S","City","52","Southbound",78,21708,"52NCATSO","52nd St & Catherine St - FS","Bus","No",0,NA,"No","APC (InfoDev)",NA,38,138,24,79,24,51,39.948797,-75.227318,"{BF921ABE-9BD8-4F3A-9CF0-C0F39915C1F3}","2019"
15451,"5231450S","City","52","Southbound",24,31450,"CONMARSE","Conshohocken State Rd & Mary Waters Ford Rd","Bus","No",0,NA,"No","APC (InfoDev)",NA,1,0,0,0,0,0,40.020627,-75.245922,"{01CFA7A0-9A39-4D3E-BB11-C1A8B7254559}","2019"
2669,"5231449N","City","52","Northbound",76,31449,"CONMARNW","Conshohocken State Rd & Mary Waters Ford Rd","Bus","No",0,NA,"No","APC (InfoDev)",NA,0,1,0,0,0,0,40.020618,-75.245732,"{684268FE-E82C-438B-A685-C2EAC624EE3B}","2019"
19380,"52776S","City","52","Southbound",86,776,"54TCHESE","54th St & Chester Av","Bus","No",0,NA,"No","APC (InfoDev)",NA,80,289,42,223,25,132,39.939696,-75.223058,"{5C3CEC12-C71B-4203-A26E-C3879168CBBD}","2019"
13375,"5221743N","City","52","Northbound",25,21743,"52NWALNO","52nd St & Walnut St","Bus","No",0,NA,"No","APC (InfoDev)",NA,161,94,71,52,35,32,39.956854,-75.225453,"{78EFD30B-E233-4FE9-B9B2-C59AD18CBDBC}","2019"
11704,"5221688S","City","52","Southbound",46,21688,"54TBERSO","54th St & Berks St","Bus","No",0,NA,"No","APC (InfoDev)",NA,255,69,138,30,88,17,39.985941,-75.231975,"{5286339B-6773-4488-B9D6-CB439A22A3F4}","2019"
19877,"52769S","City","52","Southbound",70,769,"52NMARSO","52nd St & Market St - south","Bus","Yes",467,"52MA","No","APC (InfoDev)",NA,968,1401,512,808,320,474,39.9602,-75.224948,"{80378A7A-9A7B-4853-8762-CC6D6820DDB2}","2019"
5107,"5220742N","City","52","Northbound",4,20742,"WOO52NSW","Woodland Av & 52nd St","Bus","No",0,NA,"No","APC (InfoDev)",NA,87,17,48,4,43,4,39.938408,-75.216214,"{033D9B96-4136-4D76-8459-CDB929ED363E}","2019"
13301,"5221746N","City","52","Northbound",31,21746,"52NPARNO","52nd St & Parrish St","Bus","No",0,NA,"No","APC (InfoDev)",NA,78,158,29,71,45,64,39.966536,-75.224812,"{58F7B34B-B52A-49BB-A2B0-CEC92D81A88B}","2019"
5075,"52771S","City","52","Southbound",79,771,"52NBALSO","52nd St & Baltimore Av","Bus","Yes",468,"52BA","No","APC (InfoDev)",NA,130,312,74,163,35,107,39.94787,-75.227498,"{FC1EDF7E-37D0-4318-A28C-CECFD8D2B5BF}","2019"
8425,"5230134N","City","52","Northbound",91,30134,"OAKOAWSW","Oakwood Dr & Oakwood Ter - MBNS","Bus","No",0,NA,"No","APC (InfoDev)",NA,0,0,0,0,0,0,40.039528,-75.256159,"{226E0C39-3865-4F89-88D7-D17625D47A05}","2019"
2821,"5220743N","City","52","Northbound",5,20743,"WOO53RSW","Woodland Av & 53rd St","Bus","No",0,NA,"No","APC (InfoDev)",NA,52,13,29,4,23,2,39.937438,-75.217598,"{5A6FA2FE-DABD-475D-B7EF-D1AF406573B4}","2019"
9054,"5221257N","City","52","Northbound",9,21257,"54TCHENW","54th St & Chester Av","Bus","Yes",0,"54CH","No","APC (InfoDev)",NA,401,51,264,41,179,22,39.93958,-75.222775,"{E07C0743-82D0-49E9-8DE2-D33F9D48E363}","2019"
17883,"5230138S","City","52","Southbound",40,30138,"54TCITSO","54th St & City Av - MBFS","Bus","Yes",1,"54CL","No","APC (InfoDev)",NA,417,2,354,0,211,0,39.995986,-75.23457,"{0C4E03BE-BEC1-452E-B001-D4A5002D92BE}","2019"
10102,"5221710S","City","52","Southbound",81,21710,"54TWHISE","54th St & Whitby Av - FS","Bus","No",0,NA,"No","APC (InfoDev)",NA,43,185,25,118,15,76,39.945133,-75.229501,"{57DB2F53-BAF5-4F9B-B5BE-D4F72CEEF96C}","2019"
6651,"5221685S","City","52","Southbound",43,21685,"54TWODSO","54th St & Woodcrest Av","Bus","No",0,NA,"No","APC (InfoDev)",NA,64,1,42,1,26,2,39.990799,-75.233604,"{89ADFAED-3311-437B-8989-D69F3C8D3B39}","2019"
15486,"5221793N","City","52","Northbound",82,21793,"HAGFL2NW","Hagys Ford Rd & Flat Rock Rd","Bus","No",0,NA,"No","APC (InfoDev)",NA,0,1,0,0,0,0,40.030198,-75.254066,"{99C0FE05-A263-4387-BCF0-DC7DED7BE209}","2019"
4622,"5221762N","City","52","Northbound",50,21762,"54TMONNW","54th St & Montgomery Av","Bus","No",0,NA,"No","APC (InfoDev)",NA,33,188,14,121,16,98,39.984003,-75.231165,"{ACBE9DB4-CA76-4C62-AB52-DCAA54F87D28}","2019"
3623,"5221766N","City","52","Northbound",54,21766,"54TWODNW","54th St & Woodcrest Av - FS","Bus","No",0,NA,"No","APC (InfoDev)",NA,19,137,6,90,11,79,39.990826,-75.233462,"{8B65DC98-C821-480E-83E9-DCDB576D69DC}","2019"
380,"5229556S","City","52","Southbound",20,29556,"HAGTOWSW","Hagys Ford Rd & Tower Ln - MBNS","Bus","No",0,NA,"No","APC (InfoDev)",NA,1,0,0,0,0,0,40.027511,-75.25347,"{7261D76E-37D5-4631-AEA3-DF3E79A1A6CE}","2019"
20387,"5221256S","City","52","Southbound",95,21256,"49TWOOSE","49th St & Woodland Av","Bus","Yes",187,"49WO","No","APC (InfoDev)",NA,11,332,5,204,6,148,39.940866,-75.212759,"{6BBA778C-5E5F-4958-BE7E-DF73FA2C3B01}","2019"
9566,"5221693S","City","52","Southbound",60,21693,"52NMEDSO","52nd St & Media St","Bus","No",0,NA,"No","APC (InfoDev)",NA,133,25,37,4,43,4,39.975812,-75.226746,"{557AAA0C-8292-46EE-A155-E028312D738E}","2019"
1783,"5221704S","City","52","Southbound",74,21704,"52NSPRSO","52nd St & Spruce St - FS","Bus","No",0,NA,"No","APC (InfoDev)",NA,77,111,35,53,31,51,39.954427,-75.226133,"{C8059903-B89F-44EF-8B4E-E30F15AD837C}","2019"
10388,"5221773N","City","52","Northbound",72,21773,"CONLEVNW","Conshohocken State Rd & Levering","Bus","No",0,NA,"No","APC (InfoDev)",NA,0,2,0,0,0,0,40.013401,-75.235965,"{16D5DAC6-77AA-4F4D-BB2D-E33F122F0489}","2019"
1690,"5230136S","City","52","Southbound",1,30136,"YOURIGSW","Youngs Ford Rd & Righters Mill Rd","Bus","Yes",676,"GLWY","No","APC (InfoDev)",NA,12,0,0,0,0,0,40.038024,-75.280247,"{8E2E7893-C9C0-45D6-B74E-E3BB67D95A45}","2019"
20912,"5221771N","City","52","Northbound",70,21771,"CONLODNW","Conshohocken State Rd & Lodges Ln","Bus","No",0,NA,"No","APC (InfoDev)",NA,0,0,0,0,0,0,40.010711,-75.233821,"{D64CEE69-2FD8-43A5-B439-E40AF0AE2120}","2019"
11076,"5221757S","City","52","Southbound",56,21757,"52NCOLSW","52nd St & Columbia Av","Bus","Yes",0,"52CO","No","APC (InfoDev)",NA,6,0,0,0,0,0,39.980566,-75.224748,"{D30486D8-8059-4536-AFE7-E4F0B14EA335}","2019"
17545,"5221722N","City","52","Northbound",41,21722,"52NPARNE","52nd St & Parkside Av","Bus","No",0,NA,"No","APC (InfoDev)",NA,1,18,0,0,0,0,39.98143,-75.224037,"{2C08F60A-9BBD-43E6-8CD9-E74497A25487}","2019"
15436,"5222217S","City","52","Southbound",47,22217,"54TMONSO","54th St & Montgomery Av","Bus","No",0,NA,"No","APC (InfoDev)",NA,171,34,110,21,77,15,39.984155,-75.231365,"{4EC84A37-13FD-4D9B-B229-E80BEB9F43AF}","2019"
15440,"5221705S","City","52","Southbound",75,21705,"52NPINSO","52nd St & Pine St","Bus","No",0,NA,"No","APC (InfoDev)",NA,138,237,77,112,55,73,39.953633,-75.226313,"{287F89DF-E6C4-42B3-B128-E816DF22ACA5}","2019"
19940,"5231610N","City","52","Northbound",55,31610,"CARCITNO","Cardinal Av & City Av","Bus","No",0,NA,"No","APC (InfoDev)",NA,6,82,1,41,3,32,39.994024,-75.241441,"{11730B02-F7F9-4C54-82B2-E993C617B0D1}","2019"
15841,"5221714S","City","52","Southbound",85,21714,"54TSPRSE","54th St & Springfield Av","Bus","No",0,NA,"No","APC (InfoDev)",NA,18,127,7,76,9,47,39.940724,-75.224295,"{026F8064-F304-4777-9CF2-EFFFCA9BB851}","2019"
12649,"5229557S","City","52","Southbound",21,29557,"HAGTOESW","Hagys Ford Rd & Tower Ln","Bus","No",0,NA,"No","APC (InfoDev)",NA,1,0,0,0,0,0,40.026568,-75.255706,"{32F20279-47DA-4F17-ADAC-F04BD24941CE}","2019"
2167,"5221707S","City","52","Southbound",77,21707,"52NCEDSO","52nd St & Cedar Av","Bus","No",0,NA,"No","APC (InfoDev)",NA,78,228,30,105,21,64,39.950564,-75.226936,"{CF9642FC-4A47-4BD1-9520-F2504678AB4C}","2019"
8361,"526239N","City","52","Northbound",61,6239,"CIT53RNE","City Av & 53rd St","Bus","Yes",2296,NA,"No","APC (InfoDev)",NA,2,31,3,3,2,1,39.997449,-75.234365,"{A9562AE3-6662-48BF-BF29-F2B41DDEBD13}","2019"
6385,"5221712S","City","52","Southbound",83,21712,"54TFLOSE","54th St & Florence Av","Bus","No",0,NA,"No","APC (InfoDev)",NA,53,239,24,99,15,69,39.942969,-75.226945,"{B66317F1-766A-445E-B302-F48FE60ED732}","2019"
11133,"5230844S","City","52","Southbound",54,30844,"50TPARNO","50th St & Parkside Av","Bus","No",0,NA,"No","APC (InfoDev)",NA,10,0,0,0,0,0,39.979825,-75.219328,"{A28F7662-30D5-4850-841B-F4F97DF0717C}","2019"
19356,"5221652S","City","52","Southbound",2,21652,"BLACONNE","Black Rock Rd & Conshohocken State","Bus","No",0,NA,"No","APC (InfoDev)",NA,1,0,0,0,0,0,40.03954,-75.279853,"{8781A567-2FAA-4755-A1A4-F526F87EAB9B}","2019"
21223,"5221700S","City","52","Southbound",69,21700,"52NARCSO","52nd St & Arch St - FS","Bus","No",0,NA,"No","APC (InfoDev)",NA,41,83,15,62,19,28,39.961404,-75.224696,"{B8DF1227-34F9-44BC-8908-F6C15A3BEBC7}","2019"
11710,"5229563S","City","52","Southbound",29,29563,"CONOVESE","Conshohocken State Rd & Overhill Rd","Bus","No",0,NA,"No","APC (InfoDev)",NA,0,0,0,0,0,0,40.015171,-75.237544,"{CEF81042-1C67-4A6E-8EBA-F752CD9D2E31}","2019"
7621,"5221682S","City","52","Southbound",36,21682,"BALUNISE","Bala Av & Union Av","Bus","No",0,NA,"No","APC (InfoDev)",NA,0,0,0,0,0,0,40.003174,-75.231277,"{5AE765B7-FAC4-4225-929C-F7690AF3AA25}","2019"
14822,"5230131N","City","52","Northbound",79,30131,"HAGTOWNE","Hagys Ford Rd & Tower Ln - FS","Bus","No",0,NA,"No","APC (InfoDev)",NA,0,1,0,0,0,0,40.026514,-75.255505,"{8CF1CA48-B139-4993-A371-F7DC7A22588D}","2019"
20703,"5221690S","City","52","Southbound",49,21690,"54TOXFSO","54th St & Oxford St","Bus","No",0,NA,"No","APC (InfoDev)",NA,50,4,23,5,20,2,39.981771,-75.230321,"{565D03E4-1731-4CBE-A13A-F880A0CE6583}","2019"
3482,"5229566S","City","52","Southbound",35,29566,"BALHIGSO","Bala Av & Highland Av","Bus","No",0,NA,"No","APC (InfoDev)",NA,0,0,0,0,0,0,40.005104,-75.232206,"{48435D32-C60E-4C90-8782-F93A4CE3F844}","2019"
6352,"5230223S","City","52","Southbound",11,30223,"OAKLOONO","Oak Hill Apartments Loop","Bus","Yes",677,"OHAP","No","APC (InfoDev)",NA,3,0,0,0,0,0,40.040856,-75.254867,"{61B9AA20-8B6E-415E-95AC-F94746236277}","2019"
10612,"5221683S","City","52","Southbound",41,21683,"54TOVESO","54th St & Overbrook Av","Bus","No",0,NA,"No","APC (InfoDev)",NA,95,0,36,0,34,0,39.994888,-75.234136,"{92814F1B-2D47-480E-85A0-F991A48AC7B5}","2019"
20342,"5221776N","City","52","Northbound",74,21776,"CONDARNE","Conshohocken State Rd & Dartmouth","Bus","No",0,NA,"No","APC (InfoDev)",NA,0,1,0,0,0,0,40.016895,-75.238839,"{E9855300-72FB-4145-B3F5-FA390E2A29DD}","2019"
12956,"5230223N","City","52","Northbound",90,30223,"OAKLOONO","Oak Hill Apartments Loop","Bus","Yes",677,"OHAP","No","APC (InfoDev)",NA,0,3,0,0,0,0,40.040856,-75.254867,"{CE8FD4A6-87FC-4A16-8DEA-FBBD7D2A0855}","2019"
14493,"5229562S","City","52","Southbound",31,29562,"CONDERSE","Conshohocken State Rd & Derwen Rd","Bus","No",0,NA,"No","APC (InfoDev)",NA,0,0,0,0,0,0,40.012383,-75.235353,"{AD54B657-F142-46AB-8589-FFC6AA80EDBF}","2019"
