"OBJECTID","GIS_DB_ID","Sign_Up","Route","Direction","Sequence","Stop_ID","Stop_Abbre","Stop_Name","Mode","Time_Point","Time_Poi_1","Time_Poi_2","School","Source","Comments","Weekday_Bo","Weekday_Le","Weekday_To","Saturday_B","Saturday_L","Saturday_T","Sunday_Boa","Sunday_Lea","Sunday_Tot","Latitude","Longitude","GlobalID","year"
12086,"5221759N","City","52","Northbound",46,21759,"JEFLINNW","Jefferson St & Lindenwood St","Bus","No",0,NA,"No","APC (UTA)",NA,10,21,31,5,22,27,4,18,22,39.980123,-75.227041,"{CAA3B233-218A-4525-B92C-47478ABAAC46}","2018"
12087,"5221760N","City","52","Northbound",48,21760,"54TOXFNW","54th St & Oxford St","Bus","No",0,NA,"No","APC (UTA)",NA,3,14,17,0,13,13,1,4,5,39.981467,-75.229967,"{607EB16C-6C91-4F4A-91C3-9899C83BD04B}","2018"
12088,"5221761N","City","52","Northbound",49,21761,"54TCOLNW","54th St & Columbia Av","Bus","No",0,NA,"No","APC (UTA)",NA,11,32,43,2,17,19,4,17,21,39.982414,-75.230602,"{551FBB2B-49DB-4EE6-A3BD-1EDC3EAFC660}","2018"
12089,"5221762N","City","52","Northbound",50,21762,"54TMONNW","54th St & Montgomery Av","Bus","No",0,NA,"No","APC (UTA)",NA,46,202,249,20,149,168,19,92,111,39.984003,-75.231165,"{B04CFBAD-DB77-4DC8-9E39-E13AA9F41F00}","2018"
12090,"5221763N","City","52","Northbound",51,21763,"54TBERNW","54th St & Berks St","Bus","No",0,NA,"No","APC (UTA)",NA,77,393,470,32,239,271,37,173,210,39.985789,-75.231774,"{222346D1-7A84-470D-86AE-E52B5308927E}","2018"
12091,"5221764N","City","52","Northbound",52,21764,"54TLEBNW","54th St & Lebanon Av","Bus","No",0,NA,"No","APC (UTA)",NA,39,132,171,20,97,118,14,49,63,39.987325,-75.232314,"{71077951-6E2E-4427-A884-A454E594049D}","2018"
12092,"5221765N","City","52","Northbound",53,21765,"54TGAINW","54th St & Gainor Rd","Bus","No",0,NA,"No","APC (UTA)",NA,20,79,99,6,57,63,6,48,54,39.988852,-75.232829,"{514AA1D2-03D4-49FA-9A34-60E36573A64B}","2018"
12093,"5221766N","City","52","Northbound",54,21766,"54TWODNW","54th St & Woodcrest Av - FS","Bus","No",0,NA,"No","APC (UTA)",NA,20,105,126,11,78,89,12,62,73,39.990826,-75.233462,"{E6F3420C-DEAE-4516-9D30-9F96CB289853}","2018"
12094,"5221768N","City","52","Northbound",58,21768,"54TOVENO","54th St & Overbrook Av","Bus","No",0,NA,"No","APC (UTA)",NA,1,4,5,0,0,0,0,0,0,39.994628,-75.233924,"{7410F5C6-6875-446B-8B18-1765B4C9F05B}","2018"
12095,"5221769N","City","52","Northbound",66,21769,"BALUNINW","Bala Av & Union Av","Bus","No",0,NA,"No","APC (UTA)",NA,0,1,2,0,0,0,0,0,0,40.003103,-75.231041,"{7F4ED206-7719-4825-ABC3-763BE13B797E}","2018"
12096,"5221770N","City","52","Northbound",68,21770,"BALMONNO","Bala Av & Montgomery Av","Bus","No",0,NA,"No","APC (UTA)",NA,0,2,3,0,0,0,0,0,0,40.006335,-75.232238,"{5A877E3E-6BD8-4107-8DAE-3536E308DAA1}","2018"
12097,"5221771N","City","52","Northbound",70,21771,"CONLODNW","Conshohocken State Rd & Lodges Ln","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.010711,-75.233821,"{4B0C8F28-9A9D-45A8-97E0-7E9920F5E440}","2018"
12098,"5221773N","City","52","Northbound",72,21773,"CONLEVNW","Conshohocken State Rd & Levering","Bus","No",0,NA,"No","APC (UTA)",NA,0,2,2,0,0,0,0,0,0,40.013401,-75.235965,"{70DECADB-FC6E-496D-86A5-939FD5724BA1}","2018"
12099,"5221774N","City","52","Northbound",73,21774,"CONOVENW","Conshohocken State Rd & Overhill Rd","Bus","No",0,NA,"No","APC (UTA)",NA,0,1,2,0,0,0,0,0,0,40.015099,-75.237308,"{0B500DD1-CB03-4DA1-8E45-13E0A8307EAE}","2018"
12100,"5221776N","City","52","Northbound",74,21776,"CONDARNE","Conshohocken State Rd & Dartmouth","Bus","No",0,NA,"No","APC (UTA)",NA,0,2,2,0,0,0,0,0,0,40.016895,-75.238839,"{D53CAD34-E80A-4556-B74C-000744921323}","2018"
12101,"5221777N","City","52","Northbound",75,21777,"CONROCNW","Conshohocken State Rd & Rockhill Rd","Bus","No",0,NA,"No","APC (UTA)",NA,0,5,5,0,0,0,0,0,0,40.018245,-75.240041,"{BC3B6505-7094-4E26-8138-4D2443660511}","2018"
12102,"5221779N","City","52","Northbound",77,21779,"CONCENNW","Conshohocken State Rd & Centennial","Bus","No",0,NA,"No","APC (UTA)",NA,0,1,1,0,0,0,0,0,0,40.023318,-75.255147,"{D7EB4EE2-4741-49AE-862E-9ACFE9F6143F}","2018"
12103,"5221780N","City","52","Northbound",78,21780,"CONHAGNO","Conshohocken St & Hagys Ford Rd","Bus","No",0,NA,"No","APC (UTA)",NA,0,1,1,0,0,0,0,0,0,40.025348,-75.257565,"{D630758A-BA9E-4A2A-9297-9360C116821D}","2018"
12104,"5221791N","City","52","Northbound",81,21791,"HAGFL1NW","Hagys Ford Rd & Flat Rock Rd - MBNS","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,1,0,0,0,0,0,0,40.029179,-75.252839,"{029862CE-0DCD-4694-8069-51524063BCC4}","2018"
12105,"5221793N","City","52","Northbound",82,21793,"HAGFL2NW","Hagys Ford Rd & Flat Rock Rd","Bus","No",0,NA,"No","APC (UTA)",NA,0,4,4,0,0,0,0,0,0,40.030198,-75.254066,"{9A744362-D68C-4B7B-9EB2-C9E8B3936461}","2018"
12106,"5221796N","City","52","Northbound",84,21796,"HAGHOLNW","Hagys Ford Rd & Hollow Rd","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.034185,-75.258679,"{B6FADBC2-25CC-465C-AECA-615CC54F56BB}","2018"
12107,"5221799N","City","52","Northbound",97,21799,"CONMAPNW","Conshohocken State Rd & Maplecrest","Bus","No",0,NA,"No","APC (UTA)",NA,0,1,1,0,0,0,0,0,0,40.037065,-75.277612,"{71B28DD9-4D20-4B20-A73A-8FC738E5F40A}","2018"
12108,"5222217S","City","52","Southbound",47,22217,"54TMONSO","54th St & Montgomery Av","Bus","No",0,NA,"No","APC (UTA)",NA,180,45,225,130,27,157,81,19,101,39.984155,-75.231365,"{C3B85C86-FE24-4EF3-8BC0-73F0F05785AF}","2018"
12109,"5222218S","City","52","Southbound",52,22218,"JEF52NSE","Jefferson St & 52nd St","Bus","Yes",0,"JE52","No","APC (UTA)",NA,296,94,390,214,74,288,139,42,180,39.979443,-75.225507,"{7197899C-6EEF-40DF-9FD8-E82C7D7E59D1}","2018"
12110,"5222290N","City","52","Northbound",47,22290,"JEF53RNW","Jefferson St & 53rd St","Bus","No",0,NA,"No","APC (UTA)",NA,22,33,55,9,19,27,5,8,13,39.980455,-75.227997,"{A3709948-9C79-44AC-AC3E-8772CD19F958}","2018"
12111,"5225520N","City","52","Northbound",17,25520,"WHI52NNE","Whitby Av & 52nd St - MBNS","Bus","No",0,NA,"No","APC (UTA)",NA,5,7,12,2,3,5,3,6,9,39.946727,-75.227454,"{BD6245B1-60A7-4BA3-B74D-2476450B37F3}","2018"
12112,"5225982S","City","52","Southbound",50,25982,"JEF53RSE","Jefferson St & 53rd St","Bus","No",0,NA,"No","APC (UTA)",NA,25,12,36,23,9,32,7,2,9,39.980438,-75.228269,"{0C64C6F2-93CE-4A81-9218-810CF600E1F7}","2018"
12113,"5229556S","City","52","Southbound",20,29556,"HAGTOWSW","Hagys Ford Rd & Tower Ln - MBNS","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.027511,-75.25347,"{52CDEDD7-C608-4762-AC86-47CE4BF08F78}","2018"
12114,"5229557S","City","52","Southbound",21,29557,"HAGTOESW","Hagys Ford Rd & Tower Ln","Bus","No",0,NA,"No","APC (UTA)",NA,1,0,1,0,0,0,0,0,0,40.026568,-75.255706,"{F7089695-213F-4506-91BC-52C938546B67}","2018"
12115,"5229558S","City","52","Southbound",19,29558,"HAGFLTSE","Hagys Ford Rd & Flat Rock Rd - MBFS","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.029152,-75.253016,"{CBE49340-DB2E-4C6C-9174-5A67668FDA0E}","2018"
12116,"5229559S","City","52","Southbound",25,29559,"CONMANEA","Conshohocken State Rd & Manayunk Rd - FS","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,1,0,0,0,0,0,0,40.018796,-75.244401,"{2FE62EFA-6A2B-47E0-8F37-0C70648E75A1}","2018"
12117,"5229560S","City","52","Southbound",28,29560,"CONDARSE","Conshohocken & Dartmouth - FS","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.016726,-75.238875,"{FE61D200-2F6D-401D-98E8-DCC1B95F3712}","2018"
12118,"5229561S","City","52","Southbound",27,29561,"CONROCSO","Conshohocken State Rd & Rockhill Rd","Bus","No",0,NA,"No","APC (UTA)",NA,1,0,1,0,0,0,0,0,0,40.017441,-75.239594,"{02DD390A-C2C3-4F73-9368-DB1DE7307F92}","2018"
12119,"5229562S","City","52","Southbound",31,29562,"CONDERSE","Conshohocken State Rd & Derwen Rd","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.012383,-75.235353,"{6C94088E-5C01-46E8-B632-C3F46C2F270E}","2018"
12120,"5229563S","City","52","Southbound",29,29563,"CONOVESE","Conshohocken State Rd & Overhill Rd","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.015171,-75.237544,"{B4A785B2-67C1-4110-B9F8-A6A404AF2D8E}","2018"
12121,"5229565S","City","52","Southbound",34,29565,"BALMONSO","Bala Av & Montgomery Av","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.00647,-75.232462,"{9BF06D80-2947-4B7C-96AC-104427D98725}","2018"
12122,"5229566S","City","52","Southbound",35,29566,"BALHIGSO","Bala Av & Highland Av","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.005104,-75.232206,"{2AD7996D-AAAC-4FA8-9CE7-02213E4B1C94}","2018"
12123,"5229567N","City","52","Northbound",67,29567,"BALHIGNO","Bala Av & Highland Av","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.004996,-75.232052,"{D4A5E514-1525-4CFC-9AEF-818D54E7B4E2}","2018"
12124,"5229568N","City","52","Northbound",69,29568,"CONBAANO","Conshohocken State Rd & Bala Av","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.007452,-75.232613,"{E77C45EC-4819-4E42-94A9-F3141C6C6BA8}","2018"
12125,"5229569N","City","52","Northbound",80,29569,"HAGTOENE","Hagys Ford Rd & Tower Ln - MBFS","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.027395,-75.253434,"{E4A546C9-4824-4919-B257-F35F371969DC}","2018"
12126,"5229570N","City","52","Northbound",86,29570,"HABBOANO","Hagys Ford Rd & Bobarn Rd - MBFS","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.036274,-75.25943,"{3750B6D7-9A96-4718-A2AB-8E323BC43D3D}","2018"
12127,"5229570S","City","52","Southbound",7,29570,"HABBOANO","Hagys Ford Rd & Bobarn Rd - MBFS","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.036274,-75.25943,"{BC422F10-FB32-49A0-A031-8F9A11834238}","2018"
12128,"5229571N","City","52","Northbound",87,29571,"HAGCHEEA","Hagys Ford Rd & Chermar Ln","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.038023,-75.258539,"{C499A8D8-6F30-4A55-9FF5-37BA4CB8CC73}","2018"
12129,"5229571S","City","52","Southbound",8,29571,"HAGCHEEA","Hagys Ford Rd & Chermar Ln","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.038023,-75.258539,"{9CEC16BF-88A8-4230-8B11-457E75B288F8}","2018"
12130,"5229572N","City","52","Northbound",88,29572,"OAKOAKEA","Oakwood Dr & Oakwood Ter - FS","Bus","No",0,NA,"No","APC (UTA)",NA,1,3,3,0,0,0,0,0,0,40.038869,-75.257485,"{562F8041-E855-4025-87B2-C37FF7E9F2F7}","2018"
12131,"5229572S","City","52","Southbound",9,29572,"OAKOAKEA","Oakwood Dr & Oakwood Ter - FS","Bus","No",0,NA,"No","APC (UTA)",NA,1,0,1,0,0,0,0,0,0,40.038869,-75.257485,"{A9CFF298-C7CE-4DED-8B1A-2F9959BC3872}","2018"
12132,"5229573N","City","52","Northbound",92,29573,"OAKOAKWE","Oakwood Dr & Oakwood Ter","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.038994,-75.257508,"{BFA30883-0C85-4A8D-8730-0F9E253BF5BD}","2018"
12133,"5229573S","City","52","Southbound",13,29573,"OAKOAKWE","Oakwood Dr & Oakwood Ter","Bus","No",0,NA,"No","APC (UTA)",NA,1,0,1,0,0,0,0,0,0,40.038994,-75.257508,"{35494AAB-6FB9-4C01-BF19-A62F469B3129}","2018"
12134,"5229574N","City","52","Northbound",93,29574,"HAGCHEWE","Hagys Ford Rd & Chermar Ln - FS","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.03813,-75.258681,"{1D5D2A73-063B-48DF-AD76-A61F7568A827}","2018"
12135,"5229574S","City","52","Southbound",14,29574,"HAGCHEWE","Hagys Ford Rd & Chermar Ln - FS","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.03813,-75.258681,"{ECA175DB-CFE8-4A77-BEE6-E9144C4CDC86}","2018"
12136,"5229575N","City","52","Northbound",94,29575,"HAGBOASE","Hagys Ford Rd & Bobarn Dr - MBNS","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.036257,-75.259596,"{11D154A6-1B99-40A6-929B-8AFEEA5EACDB}","2018"
12137,"5229575S","City","52","Southbound",15,29575,"HAGBOASE","Hagys Ford Rd & Bobarn Dr - MBNS","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.036257,-75.259596,"{45F31FBD-0DFE-4154-8B5E-B272D0C5B524}","2018"
12138,"5230129N","City","52","Northbound",65,30129,"BALCITNW","Bala Av & City Av - FS","Bus","Yes",423,"BCAV","No","APC (UTA)",NA,9,9,18,0,0,0,0,0,0,40.000466,-75.22891,"{596CF372-B140-49A1-B4E7-7A76CB7AC239}","2018"
12139,"5230130N","City","52","Northbound",71,30130,"COSDERNW","Conshohocken State Rd & Derwin Rd","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.012311,-75.235117,"{B469548E-1325-44FB-BA0B-0FD3C961B675}","2018"
12140,"5230131N","City","52","Northbound",79,30131,"HAGTOWNE","Hagys Ford Rd & Tower Ln - FS","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.026514,-75.255505,"{DF34A1CF-706D-41A2-84FC-25EF8F4B441F}","2018"
12141,"5230132N","City","52","Northbound",83,30132,"HAGFL3SW","Hagys Ford Rd & Flat Rock Rd - MBFS","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.032049,-75.256449,"{F6ADE82A-8095-450D-A450-2DEA7D88113C}","2018"
12142,"5230134N","City","52","Northbound",91,30134,"OAKOAWSW","Oakwood Dr & Oakwood Ter - MBNS","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.039528,-75.256159,"{7AC61DFA-DAB9-4EE1-B106-F3602AA3B0AA}","2018"
12143,"5230134S","City","52","Southbound",12,30134,"OAKOAWSW","Oakwood Dr & Oakwood Ter - MBNS","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.039528,-75.256159,"{73FA3A2B-6F36-46CA-BB59-A5172545237F}","2018"
12144,"5230135N","City","52","Northbound",89,30135,"OAKOAWNE","Oakwood Ter & Oakwood Dr - MBFS","Bus","No",0,NA,"No","APC (UTA)",NA,0,1,1,0,0,0,0,0,0,40.039501,-75.255994,"{446EAEAF-824D-449B-97BE-B8A9A6038F79}","2018"
12145,"5230135S","City","52","Southbound",10,30135,"OAKOAWNE","Oakwood Ter & Oakwood Dr - MBFS","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.039501,-75.255994,"{32F81A41-8CD8-4385-89DD-BB985AFD35E5}","2018"
12146,"5230136N","City","52","Northbound",98,30136,"YOURIGSW","Youngs Ford Rd & Righters Mill Rd","Bus","Yes",676,"GLWY","No","APC (UTA)",NA,0,26,26,0,0,0,0,0,0,40.038024,-75.280247,"{8FCE4844-07BF-410D-B3FD-A6D0A671AA2E}","2018"
12147,"5230136S","City","52","Southbound",1,30136,"YOURIGSW","Youngs Ford Rd & Righters Mill Rd","Bus","Yes",676,"GLWY","No","APC (UTA)",NA,16,0,16,0,0,0,0,0,0,40.038024,-75.280247,"{ECE3B426-EADE-4453-8C09-8999AE97CE7F}","2018"
12148,"5230137S","City","52","Southbound",4,30137,"CONMILSE","Conshohocken State Rd & Mill Creek","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.031307,-75.269408,"{486B57E4-F2DE-46AA-90EA-DB0858D92BCD}","2018"
12149,"5230138N","City","52","Northbound",60,30138,"54TCITSO","54th St & City Av - MBFS","Bus","Yes",1,"54CL","No","APC (UTA)",NA,0,146,146,0,162,162,0,102,102,39.995986,-75.23457,"{EF95AD61-A395-415C-8AF9-CA6D0816661D}","2018"
12150,"5230138S","City","52","Southbound",40,30138,"54TCITSO","54th St & City Av - MBFS","Bus","Yes",1,"54CL","No","APC (UTA)",NA,504,4,508,375,0,375,258,0,258,39.995986,-75.23457,"{C60013BD-2745-4819-AC5C-C0E1ABEFFD62}","2018"
12151,"5230185S","City","52","Southbound",94,30185,"GRE49TNE","Greenway Av & 49th St","Bus","Yes",0,"49GR","No","APC (UTA)",NA,9,110,119,5,51,56,3,47,51,39.941832,-75.21389,"{F6A63967-45CA-4BFB-B2AC-81A94582F4D4}","2018"
12152,"5230223N","City","52","Northbound",90,30223,"OAKLOONO","Oak Hill Apartments Loop","Bus","Yes",677,"OHAP","No","APC (UTA)",NA,0,3,3,0,0,0,0,0,0,40.040856,-75.254867,"{188B7B80-AAA2-4140-A5C7-FED7F1A5986E}","2018"
12153,"5230223S","City","52","Southbound",11,30223,"OAKLOONO","Oak Hill Apartments Loop","Bus","Yes",677,"OHAP","No","APC (UTA)",NA,1,0,1,0,0,0,0,0,0,40.040856,-75.254867,"{F4DD4FEB-B39E-438D-95EC-2418A8EAEABA}","2018"
12154,"5230771N","City","52","Northbound",44,30771,"PARLOOSO","50th & Parkside Loop","Bus","Yes",397,"PKLO","No","APC (UTA)",NA,0,65,65,0,0,0,0,0,0,39.978201,-75.219687,"{FC6A4540-149B-4FBD-8FEA-81ACC6B2B0F0}","2018"
12155,"5230771S","City","52","Southbound",53,30771,"PARLOOSO","50th & Parkside Loop","Bus","Yes",397,"PKLO","No","APC (UTA)",NA,61,0,61,0,0,0,0,0,0,39.978201,-75.219687,"{C6405AE1-8CF1-42DF-8AB0-C1F9D4369FF8}","2018"
12156,"5230844S","City","52","Southbound",54,30844,"50TPARNO","50th St & Parkside Av","Bus","No",0,NA,"No","APC (UTA)",NA,10,1,11,0,0,0,0,0,0,39.979825,-75.219328,"{9873B349-AA48-479D-B4C0-0E4DFCC82807}","2018"
12157,"5231039N","City","52","Northbound",39,31039,"PARWESWE","Parkwest Town Center","Bus","Yes",2094,"PAWE","No","APC (UTA)",NA,112,289,401,104,273,378,53,126,179,39.978715,-75.222733,"{6810B266-701A-4CFC-9A5F-E822C3606F02}","2018"
12158,"5231039S","City","52","Southbound",58,31039,"PARWESWE","Parkwest Town Center","Bus","Yes",2094,"PAWE","No","APC (UTA)",NA,233,77,310,173,49,222,83,18,101,39.978715,-75.222733,"{3414A300-4DF4-4F15-BE70-6C3539D224C4}","2018"
12159,"5231210N","City","52","Northbound",96,31210,"HOLCONSW","Hollow Rd & Conshohocken State Rd","Bus","No",0,NA,"No","APC (UTA)",NA,0,0,0,0,0,0,0,0,0,40.031183,-75.263001,"{7C498A7B-6C5B-4D7E-B898-6EF13F8DF64E}","2018"
12160,"5231270S","City","52","Southbound",57,31270,"52NJEFSO","52nd St & Jefferson St","Bus","No",0,NA,"No","APC (UTA)",NA,56,7,62,0,0,0,0,0,0,39.979594,-75.225341,"{BBD32EE7-7042-41FA-83D4-016DBEAD83C6}","2018"
12161,"5231283S","City","52","Southbound",39,31283,"CITMAPSW","City Av & Maple Av","Bus","No",0,NA,"No","APC (UTA)",NA,0,1,1,0,0,0,0,0,0,39.998153,-75.233158,"{65483D3E-5D6F-4ABD-87AF-D0D3E6C762B6}","2018"
12162,"5231449N","City","52","Northbound",76,31449,"CONMARNW","Conshohocken State Rd & Mary Waters Ford Rd","Bus","No",0,NA,"No","APC (UTA)",NA,0,2,2,0,0,0,0,0,0,40.020618,-75.245732,"{CE1FEB6C-F5A9-46CA-9BCB-3D0AD8251E1C}","2018"
12163,"5231450S","City","52","Southbound",24,31450,"CONMARSE","Conshohocken State Rd & Mary Waters Ford Rd","Bus","No",0,NA,"No","APC (UTA)",NA,1,0,2,0,0,0,0,0,0,40.020627,-75.245922,"{D434E63C-59B0-495B-9445-901BB8BF87F1}","2018"
12164,"5231610N","City","52","Northbound",55,31610,"CARCITNO","Cardinal Av & City Av","Bus","No",0,NA,"No","APC (UTA)",NA,12,96,108,4,41,45,4,34,37,39.994024,-75.241441,"{EC933421-CA47-4ABD-A6DF-88AEB9AD74E5}","2018"
12165,"5231630N","City","52","Northbound",57,31630,"54TWOONO","54th St & Woodbine Av - FS","Bus","No",0,NA,"No","APC (UTA)",NA,0,2,2,0,0,0,0,0,0,39.992343,-75.233647,"{DD6E49B7-4FB4-4A97-BBB7-9AD78A16BB22}","2018"
12166,"52317N","City","52","Northbound",2,317,"WOO50TSW","Woodland Av & 50th St","Bus","Yes",0,"50WO","No","APC (UTA)",NA,474,104,578,325,87,412,227,58,285,39.940064,-75.213848,"{697E6298-30B8-4EDF-AD77-83F05D06B3F0}","2018"
12167,"523574N","City","52","Northbound",26,3574,"52NCHENO","52nd St & Chestnut St","Bus","No",0,NA,"No","APC (UTA)",NA,240,220,460,168,133,302,103,72,175,39.958361,-75.225154,"{1C1739EF-0E0C-4237-A23A-66BFF243F3FF}","2018"
12263,"526232N","City","52","Northbound",64,6232,"CITBRYNE","City Av & Bryn Mawr Av","Bus","No",0,NA,"No","APC (UTA)",NA,1,5,6,0,0,0,0,0,0,39.999024,-75.231017,"{57FC7840-9788-42D3-B132-9DD98AD7ACED}","2018"
12264,"526239N","City","52","Northbound",62,6239,"CIT53RNE","City Av & 53rd St","Bus","Yes",2296,NA,"No","APC (UTA)",NA,1,9,9,0,0,0,0,0,0,39.997449,-75.234365,"{6D896365-A515-483B-B8D2-CA316959A73E}","2018"
12266,"52698S","City","52","Southbound",37,698,"BALCITSO","Bala Av & City Av","Bus","Yes",423,"BCAV","No","APC (UTA)",NA,3,6,10,0,0,0,0,0,0,40.000243,-75.22891,"{3413739C-5EF7-4E1F-A5F6-4D973B2495CD}","2018"
12267,"52767S","City","52","Southbound",63,767,"52NGIRSO","52nd St & Girard Av - FS","Bus","Yes",0,"52GI","No","APC (UTA)",NA,447,149,596,293,95,388,198,66,263,39.971241,-75.225873,"{380EED2B-5304-4B1C-BDFB-325F51F278E5}","2018"
12268,"52768S","City","52","Southbound",67,768,"52NHAVSO","52nd St & Haverford Av - FS","Bus","Yes",335,"52HA","No","APC (UTA)",NA,207,95,302,123,64,188,74,37,112,39.964697,-75.224651,"{10DF01AF-59C3-44B5-9FB7-882D64C899E5}","2018"
12269,"52769S","City","52","Southbound",70,769,"52NMARSO","52nd St & Market St","Bus","Yes",467,"52MA","No","APC (UTA)",NA,1254,1631,2885,602,890,1493,408,642,1050,39.9602,-75.224948,"{FAB310FF-D204-437D-BDE0-A5A1A9450B82}","2018"
12270,"52771S","City","52","Southbound",79,771,"52NBALSO","52nd St & Baltimore Av","Bus","Yes",468,"52BA","No","APC (UTA)",NA,188,338,526,96,210,306,57,130,187,39.94787,-75.227498,"{39DDE8C2-FC90-4A00-83D2-6372B04316ED}","2018"
12271,"52776S","City","52","Southbound",86,776,"54TCHESE","54th St & Chester Av","Bus","No",0,NA,"No","APC (UTA)",NA,86,320,406,35,249,284,21,159,180,39.939696,-75.223058,"{6F8633CC-B3AF-4715-AF37-708469DEFE47}","2018"
12272,"52777N","City","52","Northbound",18,777,"52NBALNW","52nd St & Baltimore Av","Bus","Yes",468,"52BA","No","APC (UTA)",NA,341,139,481,225,80,305,114,37,151,39.947709,-75.227262,"{11AB8C2B-9E64-44B7-B172-2341BD7B7F68}","2018"
12273,"52779N","City","52","Northbound",27,779,"52NMARNO","52nd St & Market St","Bus","Yes",467,"52MA","No","APC (UTA)",NA,1693,1410,3103,987,767,1754,722,543,1265,39.959825,-75.224878,"{89092392-AF4D-4ADF-BD09-F1767332231E}","2018"
12274,"52780N","City","52","Northbound",30,780,"52NHAVNO","52nd St & Haverford Av - FS","Bus","Yes",335,"52HA","No","APC (UTA)",NA,126,219,344,73,127,200,48,76,124,39.965197,-75.224591,"{5DC88334-FA1D-4021-B39C-253EECFEEB17}","2018"
12275,"52781N","City","52","Northbound",34,781,"52NGIRNO","52nd St & Girard Av","Bus","Yes",0,"52GI","No","APC (UTA)",NA,188,428,617,113,262,375,75,214,289,39.971339,-75.225743,"{370362E1-5AE3-4588-BDBF-7414142F2C3E}","2018"
