"OBJECTID","GIS_DB_ID","Route","Stop_ID","Direction","Sequence","Stop_Abbre","Stop_Name","Sign_Up","Mode","Latitude","Longitude","Routes_Ser","Weekday_Bo","Weekday_Le","Weekday_Lo","Weekday_Tr","Saturday_B","Saturday_L","Saturday_1","Saturday_T","Sunday_Boa","Sunday_Lea","Sunday_Loa","Sunday_Tri","Source","School_Rou","GlobalID","year"
14383,"5229569N","52",29569,"N",82,"HAGTOENE","Hagys Ford Rd & Tower Ln - MBFS","City Fall 2015","Bus",40.027395,-75.253434,"44, 52",0,0,50,8,0,0,0,0,0,0,0,0,"APC","No","{3A7A13BB-AD19-4391-9A88-D0735A9E099B}","2015"
14384,"5221791N","52",21791,"N",83,"HAGFL1NW","Hagys Ford Rd & Flat Rock Rd - MBNS","City Fall 2015","Bus",40.029179,-75.252839,"44, 52",0,0,50,8,0,0,0,0,0,0,0,0,"APC","No","{0096F695-F57A-4F22-9DC9-A3A1F7B83C73}","2015"
14385,"5221793N","52",21793,"N",84,"HAGFL2NW","Hagys Ford Rd & Flat Rock Rd","City Fall 2015","Bus",40.030198,-75.254066,"44, 52",0,5,46,8,0,0,0,0,0,0,0,0,"APC","No","{22B02ADC-63AA-40B9-BA87-787EC0FEFAC8}","2015"
14386,"5230132N","52",30132,"N",85,"HAGFL3SW","Hagys Ford Rd & Flat Rock Rd - MBFS","City Fall 2015","Bus",40.032049,-75.256449,"44, 52",0,0,47,8,0,0,0,0,0,0,0,0,"APC","No","{FB248888-2EDC-4700-B03C-2DCAEA145477}","2015"
14387,"5221796N","52",21796,"N",86,"HAGHOLNW","Hagys Ford Rd & Hollow Rd","City Fall 2015","Bus",40.034185,-75.258679,"44, 52",0,0,47,8,0,0,0,0,0,0,0,0,"APC","No","{1F5B0C9F-8F1C-47DA-AA43-AFF8BF36F0B8}","2015"
14388,"5221658N","52",21658,"N",87,"HAGBOBNW","Hagys Ford Rd & Bobarn Rd - FS","City Fall 2015","Bus",40.035042,-75.259079,"44, 52",0,2,45,8,0,0,0,0,0,0,0,0,"APC","No","{66F707DF-E1B1-46E3-BD8F-7E658CEEDD6B}","2015"
14389,"5229570N","52",29570,"N",88,"HABBOANO","Hagys Ford Rd & Bobarn Rd - MBFS","City Fall 2015","Bus",40.036274,-75.25943,"44, 52",0,0,45,8,0,0,0,0,0,0,0,0,"APC","No","{F92C5A61-0383-4A3A-8E43-82A9CB2DC334}","2015"
14390,"5229571N","52",29571,"N",89,"HAGCHEEA","Hagys Ford Rd & Chermar Ln","City Fall 2015","Bus",40.038023,-75.258539,"44, 52",0,0,44,8,0,0,0,0,0,0,0,0,"APC","No","{A7D682C4-6B6E-402E-A1C8-F795F38387FB}","2015"
14391,"5229572N","52",29572,"N",90,"OAKOAKEA","Oakwood Dr & Oakwood Ter - FS","City Fall 2015","Bus",40.038869,-75.257485,"44, 52",0,1,44,8,0,0,0,0,0,0,0,0,"APC","No","{314C3AEE-1864-4830-954F-297D3E5C6551}","2015"
14392,"5230135N","52",30135,"N",91,"OAKOAWNE","Oakwood Ter & Oakwood Dr - MBFS","City Fall 2015","Bus",40.039501,-75.255994,"44, 52",0,2,42,8,0,0,0,0,0,0,0,0,"APC","No","{E96861CC-6072-4278-BC71-6F1B90B17E0B}","2015"
14393,"5230223N","52",30223,"N",92,"OAKLOONO","Oakhill Apartments Loop","City Fall 2015","Bus",40.040856,-75.254867,"44, 52",0,5,38,8,0,0,0,0,0,0,0,0,"APC","No","{D915F5F3-789C-4464-8F41-42D193CCE90D}","2015"
14394,"5230134N","52",30134,"N",93,"OAKOAWSW","Oakwood Dr & Oakwood Ter - MBNS","City Fall 2015","Bus",40.039528,-75.256159,"44, 52",0,0,38,8,0,0,0,0,0,0,0,0,"APC","No","{10544EEE-7565-4D43-9246-9CE0F3647D35}","2015"
14395,"5229573N","52",29573,"N",94,"OAKOAKWE","Oakwood Dr & Oakwood Ter","City Fall 2015","Bus",40.038994,-75.257508,"44, 52",0,0,38,8,0,0,0,0,0,0,0,0,"APC","No","{2CDA7E32-263B-4197-BB34-FBB1B8CE4B68}","2015"
14396,"5229574N","52",29574,"N",95,"HAGCHEWE","Hagys Ford Rd & Chermar Ln - FS","City Fall 2015","Bus",40.03813,-75.258681,"44, 52",0,0,38,8,0,0,0,0,0,0,0,0,"APC","No","{D1B56827-235D-4111-BB77-46DFF7C66DE3}","2015"
14397,"5229575N","52",29575,"N",96,"HAGBOASE","Hagys Ford Rd & Bobarn Dr - MBNS","City Fall 2015","Bus",40.036257,-75.259596,"44, 52",0,0,38,8,0,0,0,0,0,0,0,0,"APC","No","{09DC7DC2-C060-4868-AE5C-E3B00D9BEDA5}","2015"
14398,"5221663N","52",21663,"N",97,"HAGBOBSE","Hagys Ford Rd & Bobarn Dr","City Fall 2015","Bus",40.034927,-75.259268,"44, 52",0,0,37,8,0,0,0,0,0,0,0,0,"APC","No","{62ADE7F9-7D71-4CDE-BF1A-46BDED5AB91E}","2015"
14399,"5231210N","52",31210,"N",98,"HOLCONSW","Hollow Rd & Conshohocken State Rd","City Fall 2015","Bus",40.031183,-75.263001,"44, 52",0,1,37,8,0,0,0,0,0,0,0,0,"APC","No","{68479436-0448-447C-8828-C3CA3DA34376}","2015"
14400,"5221799N","52",21799,"N",99,"CONMAPNW","Conshohocken State Rd & Maplecrest","City Fall 2015","Bus",40.037065,-75.277612,"44, 52",0,1,36,8,0,0,0,0,0,0,0,0,"APC","No","{F3D3010B-83FE-41EA-B081-C109C74A69D2}","2015"
14401,"5230136N","52",30136,"N",100,"YOURIGSW","Youngs Ford Rd & Righters Mill Rd","City Fall 2015","Bus",40.038024,-75.280247,"44, 52",0,31,5,8,0,0,0,0,0,0,0,0,"APC","No","{F9302CCB-9A44-49C7-A010-452902AA4BF9}","2015"
14402,"5230136S","52",30136,"S",1,"YOURIGSW","Youngs Ford Rd & Righters Mill Rd","City Fall 2015","Bus",40.038024,-75.280247,"44, 52",12,0,22,8,0,0,0,0,0,0,0,0,"APC","No","{D2A291F0-27ED-4918-966E-4B308E3414CA}","2015"
14403,"5221652S","52",21652,"S",2,"BLACONNE","Black Rock Rd & Conshohocken State","City Fall 2015","Bus",40.03954,-75.279853,"44, 52",1,1,22,8,0,0,0,0,0,0,0,0,"APC","No","{1BFAD999-1A29-4C41-8173-2BF8F40D678B}","2015"
14404,"5221653S","52",21653,"S",3,"CONMAPSE","Conshohocken State Rd & Maplecrest","City Fall 2015","Bus",40.037164,-75.277908,"44, 52",0,0,22,8,0,0,0,0,0,0,0,0,"APC","No","{FD2CAD07-79ED-4A37-8593-B76D2FB87E07}","2015"
14405,"5230137S","52",30137,"S",4,"CONMILSE","Conshohocken State Rd & Mill Creek","City Fall 2015","Bus",40.031307,-75.269408,"44, 52",0,0,23,8,0,0,0,0,0,0,0,0,"APC","No","{D953E2CD-A871-45F0-8E58-5A6A3BBFD9CB}","2015"
14406,"5221656S","52",21656,"S",5,"HOLCONNE","Hollow Rd & Conshohocken State - FS","City Fall 2015","Bus",40.031165,-75.262824,"44, 52",0,0,24,8,0,0,0,0,0,0,0,0,"APC","No","{BA957529-F0C3-40EE-9C5F-85DAD90B60B6}","2015"
14407,"5221658S","52",21658,"S",6,"HAGBOBNW","Hagys Ford Rd & Bobarn Rd - FS","City Fall 2015","Bus",40.035042,-75.259079,"44, 52",1,0,25,8,0,0,0,0,0,0,0,0,"APC","No","{C5CE89BC-ABA4-47E1-B52D-877C507DE31F}","2015"
14408,"5229570S","52",29570,"S",7,"HABBOANO","Hagys Ford Rd & Bobarn Rd - MBFS","City Fall 2015","Bus",40.036274,-75.25943,"44, 52",0,0,24,8,0,0,0,0,0,0,0,0,"APC","No","{FAB8E7CA-BD64-4826-82D4-B10FC180DC10}","2015"
14409,"5229571S","52",29571,"S",8,"HAGCHEEA","Hagys Ford Rd & Chermar Ln","City Fall 2015","Bus",40.038023,-75.258539,"44, 52",0,0,24,8,0,0,0,0,0,0,0,0,"APC","No","{07DA4769-7C68-4B61-81CE-916BB129A6D0}","2015"
14410,"5229572S","52",29572,"S",9,"OAKOAKEA","Oakwood Dr & Oakwood Ter - FS","City Fall 2015","Bus",40.038869,-75.257485,"44, 52",0,0,24,8,0,0,0,0,0,0,0,0,"APC","No","{10D2F831-91DD-42C9-ACF0-34B28241391A}","2015"
14411,"5230135S","52",30135,"S",10,"OAKOAWNE","Oakwood Ter & Oakwood Dr - MBFS","City Fall 2015","Bus",40.039501,-75.255994,"44, 52",0,0,25,8,0,0,0,0,0,0,0,0,"APC","No","{EAD4C1AE-3166-4FFA-9F15-94BA0DE08DA8}","2015"
14412,"5230223S","52",30223,"S",11,"OAKLOONO","Oakhill Apartments Loop","City Fall 2015","Bus",40.040856,-75.254867,"44, 52",3,0,26,8,0,0,0,0,0,0,0,0,"APC","No","{8C15D9CF-36B5-4DD3-B976-9DAED96B1922}","2015"
14413,"5230134S","52",30134,"S",12,"OAKOAWSW","Oakwood Dr & Oakwood Ter - MBNS","City Fall 2015","Bus",40.039528,-75.256159,"44, 52",0,0,27,8,0,0,0,0,0,0,0,0,"APC","No","{D83A3F93-B0FA-4860-96CB-05E8DF1C0818}","2015"
14414,"5229573S","52",29573,"S",13,"OAKOAKWE","Oakwood Dr & Oakwood Ter","City Fall 2015","Bus",40.038994,-75.257508,"44, 52",1,0,28,8,0,0,0,0,0,0,0,0,"APC","No","{03C52CE8-FD5C-4755-86EE-BDA95FCC6B39}","2015"
14415,"5229574S","52",29574,"S",14,"HAGCHEWE","Hagys Ford Rd & Chermar Ln - FS","City Fall 2015","Bus",40.03813,-75.258681,"44, 52",0,0,29,8,0,0,0,0,0,0,0,0,"APC","No","{F07CAA07-29BE-4CDA-A6C0-4E0D800602A9}","2015"
14416,"5229575S","52",29575,"S",15,"HAGBOASE","Hagys Ford Rd & Bobarn Dr - MBNS","City Fall 2015","Bus",40.036257,-75.259596,"44, 52",0,0,29,8,0,0,0,0,0,0,0,0,"APC","No","{9C75DB8A-6B00-4CB2-8B0C-62414D52FB86}","2015"
14417,"5221663S","52",21663,"S",16,"HAGBOBSE","Hagys Ford Rd & Bobarn Dr","City Fall 2015","Bus",40.034927,-75.259268,"44, 52",1,0,30,8,0,0,0,0,0,0,0,0,"APC","No","{B7F91270-4BF2-4C8D-8115-B873509BF9D6}","2015"
14418,"5221667S","52",21667,"S",17,"HAGTOWSE","Hagys Ford Rd & Tower Ln - MBFS","City Fall 2015","Bus",40.032514,-75.257288,"44, 52",1,0,32,8,0,0,0,0,0,0,0,0,"APC","No","{9793F3AF-47C0-42E4-9227-C95BF0689A84}","2015"
14419,"5221668S","52",21668,"S",18,"HAGFLASE","Hagys Ford Rd & Flat Rock Rd","City Fall 2015","Bus",40.030234,-75.254361,"44, 52",3,0,34,8,0,0,0,0,0,0,0,0,"APC","No","{D8A217DC-C49D-42DD-A0B3-697F6A719555}","2015"
14420,"5229558S","52",29558,"S",19,"HAGFLTSE","Hagys Ford Rd & Flat Rock Rd - MBFS","City Fall 2015","Bus",40.029152,-75.253016,"44, 52",1,0,36,8,0,0,0,0,0,0,0,0,"APC","No","{C7B6F0CF-8A79-42AC-AF64-40F6CC029788}","2015"
14421,"5229556S","52",29556,"S",20,"HAGTOWSW","Hagys Ford Rd & Tower Ln - MBNS","City Fall 2015","Bus",40.027511,-75.25347,"44, 52",1,0,36,8,0,0,0,0,0,0,0,0,"APC","No","{9EB70B09-DD30-434A-B69B-1F4827D820EF}","2015"
14422,"5229557S","52",29557,"S",21,"HAGTOESW","Hagys Ford Rd & Tower Ln","City Fall 2015","Bus",40.026568,-75.255706,"44, 52",2,0,38,8,0,0,0,0,0,0,0,0,"APC","No","{0FCA049B-F9C2-424E-84D7-80B91D34E1A1}","2015"
14423,"5221669S","52",21669,"S",22,"CONHAGSE","Conshohocken & Hagys Ford Rd - FS","City Fall 2015","Bus",40.025241,-75.257683,"44, 52",1,0,39,8,0,0,0,0,0,0,0,0,"APC","No","{DBC829AF-F1A2-4B72-A450-19BF829CD51B}","2015"
14424,"5221673S","52",21673,"S",23,"CONCENSE","Conshohocken St & Centennial Rd","City Fall 2015","Bus",40.023489,-75.256068,"44, 52",1,0,40,8,0,0,0,0,0,0,0,0,"APC","No","{2DF19D89-1033-4E2D-A48D-C381D66FC7FE}","2015"
14425,"5231450S","52",31450,"S",24,"CONMARSE","Conshohocken State Rd & Mary Waters Ford Rd","City Fall 2015","Bus",40.020627,-75.245922,"44, 52",3,0,43,8,0,0,0,0,0,0,0,0,"APC","No","{8BB87F88-0D69-4144-9447-D61187824E41}","2015"
14426,"5229559S","52",29559,"S",25,"CONMANEA","Conshohocken State Rd & Manayunk Rd - FS","City Fall 2015","Bus",40.018796,-75.244401,"44, 52",0,0,43,8,0,0,0,0,0,0,0,0,"APC","No","{7E4AFB4C-E696-436E-B38F-2F59952D39C1}","2015"
14427,"5221677S","52",21677,"S",26,"CONROCSE","Conshohocken State Rd & RockHill Rd","City Fall 2015","Bus",40.018254,-75.24029,"44, 52",0,0,43,8,0,0,0,0,0,0,0,0,"APC","No","{69FCDC2D-C09C-46E9-9CE1-7AEBB81F1B34}","2015"
14428,"5229561S","52",29561,"S",27,"CONROCSO","Conshohocken State Rd & Rockhill Rd","City Fall 2015","Bus",40.017441,-75.239594,"44, 52",1,0,44,8,0,0,0,0,0,0,0,0,"APC","No","{F0D78004-C5FC-4F64-81DC-279BE86326FF}","2015"
14429,"5229560S","52",29560,"S",28,"CONDARSE","Conshohocken & Dartmouth - FS","City Fall 2015","Bus",40.016726,-75.238875,"44, 52",0,0,44,8,0,0,0,0,0,0,0,0,"APC","No","{E188B543-E8B0-4138-8D96-8F4E8ECD56DC}","2015"
14430,"5229563S","52",29563,"S",29,"CONOVESE","Conshohocken State Rd & Overhill Rd","City Fall 2015","Bus",40.015171,-75.237544,"44, 52",0,0,44,8,0,0,0,0,0,0,0,0,"APC","No","{00247D57-83B4-4B28-9058-9380C2C44E33}","2015"
14431,"5221678S","52",21678,"S",30,"CONLEVSE","Conshohocken State Rd & LeveringMil","City Fall 2015","Bus",40.013473,-75.236201,"44, 52",0,0,44,8,0,0,0,0,0,0,0,0,"APC","No","{5A1B0EBD-CF3D-44BD-8806-E7B475584212}","2015"
14432,"5229562S","52",29562,"S",31,"CONDERSE","Conshohocken State Rd & Derwen Rd","City Fall 2015","Bus",40.012383,-75.235353,"44, 52",0,0,44,8,0,0,0,0,0,0,0,0,"APC","No","{92713167-0A90-4CDD-9625-9B2171FBE047}","2015"
14433,"5221679S","52",21679,"S",32,"CONLODSE","Conshohocken State Rd & Lodges Ln","City Fall 2015","Bus",40.010756,-75.234081,"44, 52",0,0,44,8,0,0,0,0,0,0,0,0,"APC","No","{6F7CFD73-7461-4CF6-9B08-755F8390EBAA}","2015"
14434,"5221680S","52",21680,"S",33,"CONBALSO","Conshohocken State Rd & Bala Av","City Fall 2015","Bus",40.007532,-75.232802,"44, 52",0,0,44,8,0,0,0,0,0,0,0,0,"APC","No","{8E4425E0-A7E3-434D-856A-1AE35081F085}","2015"
14435,"5229565S","52",29565,"S",34,"BALMONSO","Bala Av & Montgomery Av","City Fall 2015","Bus",40.00647,-75.232462,"44, 52",0,0,45,8,0,0,0,0,0,0,0,0,"APC","No","{3FCC6034-A3C2-48EE-9BF3-DEECB9A4AD1C}","2015"
14436,"5229566S","52",29566,"S",35,"BALHIGSO","Bala Av & Highland Av","City Fall 2015","Bus",40.005104,-75.232206,"44, 52",0,0,45,8,0,0,0,0,0,0,0,0,"APC","No","{2BB59996-ED88-431C-A783-070A1CCA1B71}","2015"
14437,"5221682S","52",21682,"S",36,"BALUNISE","Bala Av & Union Av","City Fall 2015","Bus",40.003174,-75.231277,"44, 52",0,0,45,8,0,0,0,0,0,0,0,0,"APC","No","{8E35E967-E6C2-4FAB-A390-4467C72E4F94}","2015"
14438,"52698S","52",698,"S",37,"BALCITSO","Bala Av & City Av","City Fall 2015","Bus",40.000243,-75.22891,"44, 52",2,16,32,8,0,0,0,0,0,0,0,0,"APC","No","{86857E25-B301-4A42-96B0-E35B19B1BFA6}","2015"
14439,"5220561S","52",20561,"S",38,"CITBRYSW","City Av & Bryn Mawr Av","City Fall 2015","Bus",39.99922,-75.230851,"1, 44, 52, 65",1,1,31,8,0,0,0,0,0,0,0,0,"APC","No","{1663DDD3-96C4-47F0-914B-FE546AFD9C2A}","2015"
14440,"5231283S","52",31283,"S",39,"CITMAPSW","City Av & Maple Av","City Fall 2015","Bus",39.998153,-75.233158,"44, 52, 65",1,0,32,8,0,0,0,0,0,0,0,0,"APC","No","{1399B44D-5B69-467C-BF2D-C814AC57D756}","2015"
14441,"5230138S","52",30138,"S",40,"54TCITSO","54th St & City Av - MBFS","City Fall 2015","Bus",39.995986,-75.23457,"52",516,1,686,134,359,0,490,92,274,0,383,85,"APC","No","{260E1A98-5166-40BB-ADC7-13BF1D7D24F9}","2015"
14442,"5221683S","52",21683,"S",41,"54TOVESO","54th St & Overbrook Av","City Fall 2015","Bus",39.994888,-75.234136,"52",96,1,778,134,36,2,512,92,13,0,395,85,"APC","No","{168C91C4-A4BC-4142-8006-DA3822BABB10}","2015"
14443,"5221684S","52",21684,"S",42,"54TWOOSO","54th St & Woodbine Av","City Fall 2015","Bus",39.992335,-75.233789,"52",54,6,827,134,16,5,524,92,23,2,416,85,"APC","No","{739D49E7-2CDE-4DF1-9B29-68AD358D4268}","2015"
14444,"5221685S","52",21685,"S",43,"54TWODSO","54th St & Woodcrest Av","City Fall 2015","Bus",39.990799,-75.233604,"40, 52",76,8,894,134,45,4,566,92,52,7,462,85,"APC","No","{FA66CF4C-AC0D-409C-AEE4-63975E521023}","2015"
14445,"5221686S","52",21686,"S",44,"54TGAISO","54th St & Gainor Rd","City Fall 2015","Bus",39.988995,-75.23303,"40, 52",79,17,956,134,51,10,606,92,40,8,495,85,"APC","No","{0B611C2F-4EC1-46C2-922C-546A362CBFC8}","2015"
14446,"5221687S","52",21687,"S",45,"54TLEBSO","54th St & Lebanon Av","City Fall 2015","Bus",39.987468,-75.232514,"40, 52",141,34,1063,134,71,16,661,92,62,9,546,85,"APC","No","{87B78738-F58B-4724-B919-589267685705}","2015"
14447,"5221688S","52",21688,"S",46,"54TBERSO","54th St & Berks St","City Fall 2015","Bus",39.985941,-75.231975,"40, 52",300,71,1294,134,150,33,778,92,136,26,656,85,"APC","No","{B55B6833-0BA4-4781-85E5-F1F9343E5E2F}","2015"
14448,"5222217S","52",22217,"S",47,"54TMONSO","54th St & Montgomery Av","City Fall 2015","Bus",39.984155,-75.231365,"40, 52",210,43,1461,134,116,23,872,92,127,22,763,85,"APC","No","{821025B0-E715-4A41-9120-27C5EC42C6AE}","2015"
14449,"5221689S","52",21689,"S",48,"54TUPLSO","54th St & Upland Way","City Fall 2015","Bus",39.982575,-75.230826,"40, 52",90,12,1540,134,42,5,909,92,55,12,806,85,"APC","No","{D647E584-8ED4-41FF-B3C7-8F9F5D971851}","2015"
14450,"5221690S","52",21690,"S",49,"54TOXFSO","54th St & Oxford St","City Fall 2015","Bus",39.981771,-75.230321,"40, 52",23,3,1560,134,18,3,924,92,14,2,819,85,"APC","No","{35344B79-DDC2-4E6C-B3FC-4E29890209D0}","2015"
14451,"5225982S","52",25982,"S",50,"JEF53RSE","Jefferson St & 53rd St","City Fall 2015","Bus",39.980438,-75.228269,"40, 52",29,16,1572,134,9,8,925,92,5,0,824,85,"APC","No","{0DE52519-E0C2-43DC-B114-90ADD6129E90}","2015"
14452,"5221691S","52",21691,"S",51,"JEFLINSE","Jefferson St & Lindenwood St","City Fall 2015","Bus",39.980097,-75.227301,"40, 52",59,17,1615,134,20,6,940,93,28,7,844,85,"APC","No","{DA8D8720-2E24-4A97-B46A-F4AD6441E6BA}","2015"
14453,"5222218S","52",22218,"S",52,"JEF52NSE","Jefferson St & 52nd St","City Fall 2015","Bus",39.979443,-75.225507,"40, 52",426,84,1957,134,276,79,1135,92,233,62,1014,85,"APC","No","{ECF32CA6-0498-48B2-BB61-7C95D2F0F80E}","2015"
14454,"5230771S","52",30771,"S",53,"PARLOOSO","50th & Parkside Loop","City Fall 2015","Bus",39.978201,-75.219687,"43, 52, 64",62,0,65,34,0,0,0,0,0,0,0,0,"APC","No","{98715F16-37F6-4E1C-A968-6FB928A74771}","2015"
14455,"5230844S","52",30844,"S",54,"50TPARNO","50th St & Parkside Av","City Fall 2015","Bus",39.979825,-75.219328,"52",11,0,70,33,0,0,0,0,0,0,0,0,"APC","No","{0317B6B2-2300-40A3-A563-909BE8719E31}","2015"
14456,"5221754S","52",21754,"S",55,"PAR51SNW","Parkside Av & 51st St","City Fall 2015","Bus",39.980775,-75.221392,"40, 52",18,0,90,33,0,0,0,0,0,0,0,0,"APC","No","{E05D4488-7859-4C0F-BEAD-FDAA3FA2183D}","2015"
14457,"5221755S","52",21755,"S",56,"PARPAXNW","Parkside Av & Paxon St","City Fall 2015","Bus",39.981178,-75.222371,"40, 52",2,0,94,33,0,0,0,0,0,0,0,0,"APC","No","{73281B6A-7AA1-42BC-B2B5-039F5ECD756E}","2015"
14458,"5221757S","52",21757,"S",57,"52NCOLSW","52nd St & Columbia Av","City Fall 2015","Bus",39.980566,-75.224748,"40, 52",4,5,92,33,0,0,0,0,0,0,0,0,"APC","No","{B1A18332-1173-434D-ACA9-66F5B581A0D8}","2015"
14459,"5231270S","52",31270,"S",58,"52NJEFSO","52nd St & Jefferson St","City Fall 2015","Bus",39.979594,-75.225341,"52",77,4,170,34,0,0,0,0,0,0,0,0,"APC","No","{7E418785-3E6F-4785-89F0-B168C2FFB623}","2015"
14460,"5231039S","52",31039,"S",59,"PARWESWE","Parkwest Town Center","City Fall 2015","Bus",39.97876,-75.222638,"52",331,74,1146,67,178,53,615,45,78,24,350,27,"APC","No","{B4241570-CE3F-4B9C-87C9-1DDBB42C905D}","2015"
14461,"5221692S","52",21692,"S",60,"52NLANSO","52nd St & Lancaster Av - FS","City Fall 2015","Bus",39.977017,-75.22692,"52",499,129,2735,168,296,66,1503,93,255,50,1270,85,"APC","No","{4620B3B1-57ED-4F8A-9555-29CB50203466}","2015"
14462,"5221693S","52",21693,"S",61,"52NMEDSO","52nd St & Media St","City Fall 2015","Bus",39.975812,-75.226746,"52",156,23,2871,168,44,8,1514,93,50,7,1315,85,"APC","No","{D1625B70-2573-47DB-AA2E-EEAE29B843EB}","2015"
14463,"5221694S","52",21694,"S",62,"52NMASSO","52nd St & Master St - FS","City Fall 2015","Bus",39.974107,-75.22642,"52",217,43,3041,168,131,20,1625,93,134,26,1423,85,"APC","No","{54B9F297-6DFC-405B-9AB6-150C788BFAD8}","2015"
14464,"5221695S","52",21695,"S",63,"52NTHOSO","52nd St & Thompson St - FS","City Fall 2015","Bus",39.97275,-75.226176,"52",161,41,3160,168,91,25,1691,93,94,17,1500,85,"APC","No","{6D6D0F54-67ED-4E87-AFE1-58806582E789}","2015"
14465,"52767S","52",767,"S",64,"52NGIRSO","52nd St & Girard Av - FS","City Fall 2015","Bus",39.971241,-75.225873,"52",625,166,3622,168,370,106,1955,93,320,91,1729,85,"APC","No","{498B580D-8436-40AF-8D53-13B829546ABF}","2015"
14466,"5221696S","52",21696,"S",65,"52NWYASO","52nd St & Wyalusing Av - FS","City Fall 2015","Bus",39.969313,-75.22543,"52",145,37,3729,168,54,17,1991,93,68,27,1770,85,"APC","No","{67E2A2AD-FD23-4A17-AAB1-7C7F68AF6D25}","2015"
14467,"5221697S","52",21697,"S",66,"52NWESSO","52nd St & Westminster Av - FS","City Fall 2015","Bus",39.967929,-75.225186,"52",201,46,3884,168,117,30,2078,93,114,26,1858,85,"APC","No","{7D3D892B-1F40-45BC-AFB4-2A00BBE79F27}","2015"
14468,"5221698S","52",21698,"S",67,"52NPARSO","52nd St & Parrish St - FS","City Fall 2015","Bus",39.966411,-75.224954,"52",152,58,3977,168,72,40,2110,93,61,25,1902,84,"APC","No","{CB051443-130C-40D3-9C6D-676EA7950033}","2015"
14469,"52768S","52",768,"S",68,"52NHAVSO","52nd St & Haverford Av - FS","City Fall 2015","Bus",39.964697,-75.224651,"52",245,109,4127,168,135,64,2182,93,84,50,1936,84,"APC","No","{3B034749-EA42-4367-A283-75B5DB030431}","2015"
14470,"5221699S","52",21699,"S",69,"52NRACSO","52nd St & Race St","City Fall 2015","Bus",39.963153,-75.224325,"52",94,54,4167,168,54,36,2200,93,39,32,1942,84,"APC","No","{F58262D8-5090-44E4-A17B-AEC6DA9D0B08}","2015"
14471,"5221700S","52",21700,"S",70,"52NARCSO","52nd St & Arch St - FS","City Fall 2015","Bus",39.961404,-75.224696,"52",30,69,4128,168,17,39,2178,93,18,47,1914,84,"APC","No","{E27ACE9A-9688-4D4A-87FE-3BEEA4F08884}","2015"
14472,"52769S","52",769,"S",71,"52NMARSO","52nd St & Market St","City Fall 2015","Bus",39.9602,-75.224948,"52",1316,1942,3503,168,617,937,1859,93,538,747,1705,84,"APC","No","{5285D0DE-931C-4043-ADEE-90FE94B4A6D8}","2015"
14473,"5221701S","52",21701,"S",72,"52NCHESO","52nd St & Chestnut St","City Fall 2015","Bus",39.958567,-75.225283,"52",366,207,3662,168,167,129,1896,93,160,91,1774,84,"APC","No","{4396B41F-0ED3-4A72-BB05-FAC6A947C00D}","2015"
14474,"5221702S","52",21702,"S",73,"52NWALSO","52nd St & Walnut St","City Fall 2015","Bus",39.957059,-75.225571,"52",251,143,3769,168,154,92,1958,93,108,58,1824,84,"APC","No","{83D27807-DEDD-4CB0-9453-4D71F93E2D9B}","2015"
14475,"5221703S","52",21703,"S",74,"52NLOCSO","52nd St & Locust St - FS","City Fall 2015","Bus",39.955569,-75.225906,"52",52,67,3754,168,15,32,1941,93,22,26,1821,84,"APC","No","{63568DC0-2AC1-4D3D-9667-026AB1BC5502}","2015"
14476,"5221704S","52",21704,"S",75,"52NSPRSO","52nd St & Spruce St - FS","City Fall 2015","Bus",39.954427,-75.226133,"52",199,254,3699,168,85,123,1903,93,107,104,1824,84,"APC","No","{02A4E0BD-9FB3-44FB-ABDD-711630BDA4C8}","2015"
14477,"5221705S","52",21705,"S",76,"52NPINSO","52nd St & Pine St","City Fall 2015","Bus",39.953633,-75.226313,"52",43,89,3654,168,26,36,1893,93,21,40,1805,84,"APC","No","{714DA22E-933C-4D84-B8E8-F0B877AC5A4F}","2015"
14478,"5221706S","52",21706,"S",77,"52NLARSO","52nd St & Larchwood St","City Fall 2015","Bus",39.952098,-75.226612,"52",50,138,3566,168,34,57,1870,93,31,55,1782,84,"APC","No","{B80C7F6D-53F8-4F97-82ED-8D2E17099C4B}","2015"
14479,"5221707S","52",21707,"S",78,"52NCEDSO","52nd St & Cedar Av","City Fall 2015","Bus",39.950564,-75.226936,"52",97,242,3422,168,46,112,1804,93,38,85,1735,84,"APC","No","{25A3EC28-F43E-4E8B-9F4A-58F19EB398B5}","2015"
14480,"5221708S","52",21708,"S",79,"52NCATSO","52nd St & Catherine St - FS","City Fall 2015","Bus",39.948797,-75.227318,"52",25,102,3345,168,13,50,1768,93,13,49,1699,84,"APC","No","{4E684A74-E1FC-4919-B404-18178F770708}","2015"
14481,"52771S","52",771,"S",80,"52NBALSO","52nd St & Baltimore Av","City Fall 2015","Bus",39.94787,-75.227498,"52",200,413,3132,168,93,249,1611,93,81,193,1587,84,"APC","No","{9CCDCEFC-1F8B-4A58-8169-7128A62BB64D}","2015"
14482,"5221709S","52",21709,"S",81,"WHI53RSW","Whitby Av & 53rd St - FS","City Fall 2015","Bus",39.946006,-75.228731,"52",8,23,3114,168,4,20,1595,93,1,16,1568,83,"APC","No","{6EAB1F3D-18C0-4D5D-AD27-EFA4FA5A5507}","2015"
